"STATION","DATE","ACMC","ACMH","ACSC","ACSH","ADPT","ASLP","ASTP","AWBT","AWDR","AWND","DAEV","DAPR","DASF","DATN","DATX","DAWM","DWPR","EVAP","FMTM","FRGB","FRGT","FRTH","GAHT","MDEV","MDPR","MDSF","MDTN","MDTX","MDWM","MNPN","MXPN","PGTM","PRCP","PSUN","RHAV","RHMN","RHMX","SN01","SN02","SN03","SN11","SN12","SN13","SN14","SN21","SN22","SN23","SN31","SN32","SN33","SN34","SN35","SN36","SN51","SN52","SN53","SN54","SN55","SN56","SN57","SN61","SN72","SN81","SN82","SN83","SNOW","SNWD","SX01","SX02","SX03","SX11","SX12","SX13","SX14","SX15","SX17","SX21","SX22","SX23","SX31","SX32","SX33","SX34","SX35","SX36","SX51","SX52","SX53","SX54","SX55","SX56","SX57","SX61","SX72","SX81","SX82","SX83","TAVG","TAXN","THIC","TMAX","TMIN","TOBS","TSUN","WDF1","WDF2","WDF5","WDFG","WDFI","WDFM","WDMV","WESD","WESF","WSF1","WSF2","WSF5","WSFG","WSFI","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT12","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01","WV03","WV07","WV18","WV20","alt","station_info","station_name","time"
"USW00012975","2023-02-03",,,,,,,,,,"   28",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  161","   50",,,,"  340","  340",,,,,,,,"   72","  103",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-04",,,,,,,,,,"   21",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  183","   33",,,,"  150","  110",,,,,,,,"   63","   81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  233","   94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  239","  122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  256","  178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  267","   94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  228","   56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  172","   78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  133","   44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  189","   33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  228","   72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-14",,,,,,,,,,"   46",,,,,,,,,,,,,,,,,,,,,,,"   25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  267","  183",,,,"  180","  180",,,,,,,,"   98","  161",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-15",,,,,,,,,,"   41",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  244","  189",,,,"  160","  150",,,,,,,,"   76","  121",,,,"    1","    1",,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-16",,,,,,,,,,"   61",,,,,,,,,,,,,,,,,,,,,,,"   30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  228","  100",,,,"  340","  350",,,,,,,,"  107","  206",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-17",,,,,,,,,,"   59",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  133","   39",,,,"  350","  340",,,,,,,,"  116","  188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-18",,,,,,,,,,"   26",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  139","   28",,,,"   80","   90",,,,,,,,"   72","  112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-19",,,,,,,,,,"   16",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  233","   78",,,,"  180","  180",,,,,,,,"   63","  103",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-20",,,,,,,,,,"   30",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  272","  139",,,,"  230","  220",,,,,,,,"   81","  134",,,,"    1","    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-21",,,,,,,,,,"   48",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  278","  211",,,,"  180","  190",,,,,,,,"   89","  139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-22",,,,,,,,,,"   51",,,,,,,,,,,,,,,,,,,,,,,"    8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  272","  211",,,,"  180","  220",,,,,,,,"   89","  157",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-23",,,,,,,,,,"   27",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  278","  211",,,,"  180","  160",,,,,,,,"   40","   67",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-24",,,,,,,,,,"   35",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  267","  211",,,,"  170","  150",,,,,,,,"   67","   85",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-25",,,,,,,,,,"   33",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  283","  211",,,,"  140","  150",,,,,,,,"   72","   94",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-26",,,,,,,,,,"   53",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  272","  211",,,,"  180","  170",,,,,,,,"   98","  143",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-27",,,,,,,,,,"   35",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  278","  211",,,,"  180","  190",,,,,,,,"  107","  161",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-02-28",,,,,,,,,,"   29",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  283","  194",,,,"  180","  170",,,,,,,,"   76","  107",,,,"    1","    1",,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-01",,,,,,,,,,"   49",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  283","  222",,,,"  180","  160",,,,,,,,"  103","  152",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-02",,,,,,,,,,"   56",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  256","  211",,,,"  150","  150",,,,,,,,"  112","  161",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-03",,,,,,,,,,"   43",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  228","  111",,,,"  300","  300",,,,,,,,"  103","  170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-04",,,,,,,,,,"   14",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  256","   83",,,,"  140","  130",,,,,,,,"   58","   81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-05",,,,,,,,,,"   18",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  250","  111",,,,"  120","  140",,,,,,,,"   67","  103",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-06",,,,,,,,,,"   21",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  278","  150",,,,"  170","  140",,,,,,,,"   63","   89",,,,"    1","    1",,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-07",,,,,,,,,,"   29",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  283","  217",,,,"  140","  150",,,,,,,,"   67","   94",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-08",,,,,,,,,,"   28",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  283","  189",,,,"  140","  130",,,,,,,,"   76","  103",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-09",,,,,,,,,,"   30",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  283","  194",,,,"  160","  130",,,,,,,,"   81","  107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-10",,,,,,,,,,"   13",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  283","  194",,,,"  320","  340",,,,,,,,"   58","   81",,,,"    1","    1",,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-11",,,,,,,,,,"   42",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  283","  189",,,,"  180","  180",,,,,,,,"   89","  134",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-12",,,,,,,,,,"   51",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  283","  161",,,,"  350","   30",,,,,,,,"   98","  139",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-13",,,,,,,,,,"   48",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  206","  122",,,,"   40","   40",,,,,,,,"  103","  148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-14",,,,,,,,,,"   41",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  183","  100",,,,"   80","  110",,,,,,,,"   89","  121",,,,,,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-15",,,,,,,,,,"   37",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  200","   89",,,,"  120","  140",,,,,,,,"   76","  116",,,,,,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-16",,,,,,,,,,"   59",,,,,,,,,,,,,,,,,,,,,,,"    5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  233","  167",,,,"  170","  160",,,,,,,,"  103","  165",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-17",,,,,,,,,,"   65",,,,,,,,,,,,,,,,,,,,,,,"  305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  228","   89",,,,"  330","  350",,,,,,,,"  116","  192",,,,"    1",,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-18",,,,,,,,,,"   38",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  139","   83",,,,"   30","  350",,,,,,,,"   98","  125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-19",,,,,,,,,,"   34",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  150","   44",,,,"   20","   30",,,,,,,,"   89","  134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-20",,,,,,,,,,"   37",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  144","   33",,,,"  110","  130",,,,,,,,"   81","  116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-21",,,,,,,,,,"   55",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  228","  144",,,,"  160","  140",,,,,,,,"   98","  170",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-22",,,,,,,,,,"   51",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  272","  206",,,,"  190","  180",,,,,,,,"   98","  148",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  294","  222",,,,,,,,,,,,,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  256","  206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  317","  194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  289","  139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  267","  200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  256","  183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  194","  167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  256","  194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-03-31",,,,,,,,,,"   48",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  283","  228",,,,"  150","  150",,,,,,,,"  116","  165",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-04-01",,,,,,,,,,"   19",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  317","  194",,,,"   50","   40",,,,,,,,"   63","   89",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-04-02",,,,,,,,,,"    5",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  294","  189",,,,"   90","   80",,,,,,,,"   45","   54",,,,"    1","    1",,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-04-03",,,,,,,,,,"   46",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  300","  233",,,,"  180","  170",,,,,,,,"   89","  121",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-04-04",,,,,,,,,,"   58",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  278","  239",,,,"  180","  170",,,,,,,,"  103","  165",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-04-05",,,,,,,,,,"   48",,,,,,,,,,,,,,,,,,,,,,,"   13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  294","  167",,,,"   50","  340",,,,,,,,"   81","  121",,,,"    1",,"    1",,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-04-06",,,,,,,,,,"   57",,,,,,,,,,,,,,,,,,,,,,,"   41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  217","  144",,,,"   40","   60",,,,,,,,"  103","  157",,,,"    1",,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-04-07",,,,,,,,,,"   43",,,,,,,,,,,,,,,,,,,,,,,"   58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  178","  139",,,,"  100","  100",,,,,,,,"  103","  143",,,,"    1",,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-04-08",,,,,,,,,,"   28",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  217","  139",,,,"   10","  360",,,,,,,,"   58","   72",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-04-09",,,,,,,,,,"   29",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  244","  150",,,,"   80","  100",,,,,,,,"   58","   85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-04-10",,,,,,,,,,"   27",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  222","  156",,,,"   40","   30",,,,,,,,"   54","   63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-04-11",,,,,,,,,,"   25",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  250","  156",,,,"   80","   80",,,,,,,,"   63","   98",,,,,,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-04-12",,,,,,,,,,"   22",,,,,,,,,,,,,,,,,,,,,,,"    5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  261","  144",,,,"   70","   70",,,,,,,,"  103","  152",,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012975","2023-04-13",,,,,,,,,,"   17",,,,,,,,,,,,,,,,,,,,,,,"    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    0","    0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  267","  133",,,,"  140","  110",,,,,,,,"   63","   89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
