"STATION","DATE","ARH","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08","WT10"
"USW00012977","2023-03-07",,"   38",,,,"    0","    0","    0",,"  306","  200",,"  160","  170","   76","   94","    1",,,,
"USW00012977","2023-03-08",,"   37",,,,"    0","    0","    0",,"  306","  189",,"  150","  150","   89","  179","    1",,,,
"USW00012977","2023-03-09",,"   38",,,,"    0","    0","    0",,"  300","  183",,"  170","  200","   81","  143",,,,,
"USW00012977","2023-03-10",,"   22",,,,"    0","    0","    0",,"  278","  178",,"  330","  330","   63","   81","    1",,,,
"USW00012977","2023-03-11",,"   57",,,,"    0","    0","    0",,"  306","  178",,"  190","  190","  107","  179","    1",,,,
"USW00012977","2023-03-12",,"   64",,,,"    0","    0","    0",,"  267","  161",,"   10","   30","  103","  161",,,,,
"USW00012977","2023-03-13",,"   51",,,,"    0","    0","    0",,"  222","  133",,"   30","   60","   98","  161",,,,,
"USW00012977","2023-03-14",,"   44",,,,"    0","    0","    0",,"  211","  122",,"  100","  120","   81","  152",,,,"    1",
"USW00012977","2023-03-15",,"   47",,,,"    0","    0","    0",,"  228","   83",,"  140","  140","   94","  192",,,,"    1",
"USW00012977","2023-03-16",,"   55",,,,"    3","    0","    0",,"  239","  167",,"  180","  180","  112","  192","    1",,,,
"USW00012977","2023-03-17",,"   68",,,,"  384","    0","    0",,"  233","   78",,"  340","  320","  107","  201","    1",,"    1",,
"USW00012977","2023-03-18",,"   41",,,,"    0","    0","    0",,"  139","   83",,"   20","   20","   94","  130",,,,,
"USW00012977","2023-03-19",,"   35",,,,"    0","    0","    0",,"  156","   44",,"  340","   20","   67","   98",,,,,
"USW00012977","2023-03-20",,"   45",,,,"    0","    0","    0",,"  144","   44",,"  130","  140","   89","  179",,,,,
"USW00012977","2023-03-21",,"   56",,,,"    3","    0","    0",,"  244","  139",,"  170","  150","  125","  215",,,,,
"USW00012977","2023-03-22",,"   60",,,,"    0","    0","    0",,"  289","  200",,"  180","  150","   98","  188",,,,,
"USW00012977","2023-03-23",,"   62",,,,"    0","    0","    0",,"  294","  222",,"  190","  150","  112","  192",,,,,
"USW00012977","2023-03-24",,"   53",,,,"    5","    0","    0",,"  289","  189",,"  190","  170","  112","  192","    1",,,,
"USW00012977","2023-03-25",,"   18",,,,"    0","    0","    0",,"  294","  133",,"  350","  360","   72","   94","    1","    1",,,
"USW00012977","2023-03-26",,"   22",,,,"    5","    0","    0",,"  283","  122",,"  170","  180","   72","   94","    1",,,,
"USW00012977","2023-03-27",,"   36",,,,"    0","    0","    0",,"  261","  200",,"   30","   20","   58","   76","    1",,,,
"USW00012977","2023-03-28",,"   58",,,,"    0","    0","    0",,"  244","  161",,"   10","   30","  112","  161",,,"    1",,
"USW00012977","2023-03-29",,"   41",,,,"    5","    0","    0",,"  200","  139",,"   70","   90","   72","  112",,,,,
"USW00012977","2023-03-30",,"   53",,,,"    0","    0","    0",,"  272","  178",,"  140","  150","  165","  224","    1",,,,
"USW00012977","2023-03-31",,"   62",,,,"    0","    0","    0",,"  300","  228",,"  140","  150","  174","  255",,,,,
"USW00012977","2023-04-01",,"   26",,,,"    0","    0","    0",,"  317","  178",,"   50","   50","   63","   89","    1","    1",,,
"USW00012977","2023-04-02",,"   45",,,,"    0","    0","    0",,"  300","  172",,"  170","  170","  116","  174","    1",,,,
"USW00012977","2023-04-03",,"   51",,,,"    0","    0","    0",,"  306","  233",,"  170","  190","   98","  143","    1",,,,
"USW00012977","2023-04-04",,"   67",,,,"    0","    0","    0",,"  283","  228",,"  180","  190","  125","  201",,,,,
"USW00012977","2023-04-05",,"   55",,,,"  185","    0","    0",,"  278","  144",,"   20","  150","  107","  188","    1",,"    1",,
"USW00012977","2023-04-06",,"   56",,,,"  358","    0","    0",,"  189","  133",,"   20","   60","  103","  165","    1",,"    1",,
"USW00012977","2023-04-07",,"   48",,,,"  290","    0","    0",,"  161","  139",,"  280","  110","   94","  179","    1",,"    1",,
"USW00012977","2023-04-08",,"   32",,,,"    0","    0","    0",,"  211","  128",,"   20","  360","   63","   81","    1",,,,
"USW00012977","2023-04-09",,"   26",,,,"    0","    0","    0",,"  250","  128",,"   50","   50","   58","   76","    1",,,,
"USW00012977","2023-04-10",,"   31",,,,"    0","    0","    0",,"  222","  144",,"   30","   50","   67","   81",,,,,
"USW00012977","2023-04-11",,"   28",,,,"    0","    0","    0",,"  261","  139",,"   50","   70","   63","   85",,,,,
"USW00012977","2023-04-12",,"   23",,,,"   64","    0","    0",,"  261","  128",,"   50","   80","   94","  161",,,"    1",,
"USW00012977","2023-04-13",,"   19",,,,"    0","    0","    0",,"  272","  117",,"  160","  170","   81","  121","    1",,,,
"USW00012977","2023-04-14",,"   40",,,,"    0","    0","    0",,"  261","  144",,"  150","  180","   89","  130",,,,,
"USW00012977","2023-04-15",,"   39",,,,"   18","    0","    0",,"  317","  189",,"   10","  360","   98","  148","    1",,"    1",,
"USW00012977","2023-04-16",,"   49",,,,"    0","    0","    0",,"  250","  128",,"   30","   30","   98","  157",,,,,
"USW00012977","2023-04-17",,"   31",,,,"    0","    0","    0",,"  256","  100",,"  160","  150","   89","  174",,,,,
"USW00012977","2023-04-18",,"   49",,,,"   15","    0","    0",,"  278","  128",,,"  150",,"  210",,,"    1",,
"USW00012977","2023-04-19",,"   60",,,,"    0","    0","    0",,"  289","  194",,"  150","  150","  112","  210",,,,,
"USW00012977","2023-04-20",,"   57",,,,"    3","    0","    0",,"  267","  200",,"  350","  150","   94","  183",,,"    1","    1",
"USW00012977","2023-04-21",,"   36",,,,"  229","    0","    0",,"  267","  183",,"  270","  260","  130","  219","    1",,"    1",,
"USW00012977","2023-04-22",,"   48",,,,"    0","    0","    0",,"  261","  150",,"  100","  110","   89","  125",,,,,
"USW00012977","2023-04-23",,"   53",,,,"   41","    0","    0",,"  194","  150",,"  320","  330","  103","  165",,,"    1",,
"USW00012977","2023-04-24",,"   42",,,,"    0","    0","    0",,"  239","  133",,"   40","  150","   72","  107",,,,,
"USW00012977","2023-04-25",,"   45",,,,"    0","    0","    0",,"  267","  172",,"  150","  150","   94","  116",,,,,
"USW00012977","2023-04-26",,"   55",,,,"    5","    0","    0",,"  283","  211",,"  160","  130","   94","  121",,,,,
"USW00012977","2023-04-27",,"   34",,,,"  114","    0","    0",,"  250","  172",,"   80","   50","   94","  130","    1",,"    1",,
"USW00012977","2023-04-28",,"   44",,,,"  165","    0","    0",,"  289","  139",,"  290","  310","  139","  188","    1",,"    1",,
"USW00012977","2023-04-29",,"   59",,,,"    0","    0","    0",,"  217","  111",,"  320","  320","  125","  183",,,,,
"USW00012977","2023-04-30",,"   36",,,,"    0","    0","    0",,"  294","  106",,"  210","  220","   63","   89",,,,,
"USW00012977","2023-05-01",,"   21",,,,"    0","    0","    0",,"  300","  133",,"  160","  160","   76","   98","    1",,,"    1",
"USW00012977","2023-05-02",,"   25",,,,"    0","    0","    0",,"  283","  172",,"  160","  140","   63","   89","    1","    1",,,
"USW00012977","2023-05-03",,"   30",,,,"    0","    0","    0",,"  294","  161",,"  160","   90","   76","  112","    1",,,,
"USW00012977","2023-05-04",,"   41",,,,"    0","    0","    0",,"  294","  183",,"  140","  130","   81","  107",,,,,
"USW00012977","2023-05-05",,"   36",,,,"    5","    0","    0",,"  328","  239",,"  180","  170","   76","  103",,,,,
"USW00012977","2023-05-06",,"   56",,,,"   18","    0","    0",,"  322","  200",,"  140","  140","  112","  148",,,,,
"USW00012977","2023-05-07",,"   43",,,,"  140","    0","    0",,"  261","  228",,"  160","  160","  116","  157","    1",,"    1",,
"USW00012977","2023-05-08",,"   44",,,,"    0","    0","    0",,"  306","  217",,"   60","   60","  107","  148","    1",,"    1",,
"USW00012977","2023-05-09",,"   35",,,,"  142","    0","    0",,"  261","  200",,"  200","  200","  125","  174",,,"    1",,
"USW00012977","2023-05-10",,"   31",,,,"  450","    0","    0",,"  256","  194",,"   70","   60","   72","   94","    1",,"    1",,
"USW00012977","2023-05-11",,"   49",,,,"    0","    0","    0",,"  317","  233",,"  140","  140","   81","  107",,,,,
"USW00012977","2023-05-12",,"   61",,,,"    0","    0","    0",,"  317","  256",,"  150","  130","   94","  130",,,,,
"USW00012977","2023-05-13",,"   36",,,,"  295","    0","    0",,"  278","  211",,"   10","  130","   76","  103","    1",,"    1",,
"USW00012977","2023-05-14",,"   33",,,,"  150","    0","    0",,"  289","  211",,"  190","  180","  130","  206","    1",,"    1",,
"USW00012977","2023-05-15",,"   22",,,,"   51","    0","    0",,"  311","  217",,"  340","  350","   89","  107",,,"    1",,
"USW00012977","2023-05-16",,"   18",,,,"   69","    0","    0",,"  306","  189",,"  140","  180","  116","  192","    1",,"    1",,
"USW00012977","2023-05-17",,"   16",,,,"    0","    0","    0",,"  306","  183",,"  300","  280","   45","   67","    1",,,,
"USW00012977","2023-05-18",,"   18",,,,"    0","    0","    0",,"  322","  194",,"  170","  240","   45","   58","    1",,,,
"USW00012977","2023-05-19",,"   27",,,,"    0","    0","    0",,"  328","  211",,"  190","  180","   67","   85","    1",,,,
"USW00012977","2023-05-20",,"   33",,,,"    0","    0","    0",,"  322","  222",,"   10","  360","   81","   98",,,,,
"USW00012977","2023-05-21",,"   29",,,,"    0","    0","    0",,"  272","  211",,"   20","   20","   63","   76",,,,"    1",
"USW00012977","2023-05-22",,"   21",,,,"    0","    0","    0",,"  300","  217",,"  160","  170","   54","   72",,,,,
"USW00012977","2023-05-23",,"   13",,,,"    0","    0","    0",,"  328","  206",,"   40","   30","   63","   76","    1",,"    1",,
"USW00012977","2023-05-24",,"   23",,,,"    0","    0","    0",,"  322","  211",,"  300","  270","   89","  134",,,"    1",,
"USW00012977","2023-05-25",,"   27",,,,"    0","    0","    0",,"  311","  211",,"   40","   40","   54","   76",,,,,
"USW00012977","2023-05-26",,"   22",,,,"    0","    0","    0",,"  333","  200",,"   60","   90","   63","   85",,,,,
"USW00012977","2023-05-27",,"   14",,,,"    3","    0","    0",,"  317","  200",,"  180","  180","   63","   81","    1",,,,
"USW00012977","2023-05-28",,"   24",,,,"    0","    0","    0",,"  306","  189",,"  150","  170","   72","   98",,,,,
"USW00012977","2023-05-29",,"   22",,,,"    0","    0","    0",,"  306","  211",,"  160","  200","   63","   85",,,"    1",,
"USW00012977","2023-05-30",,"   23",,,,"    0","    0","    0",,"  317","  206",,"  180","  150","   67","  103",,,"    1",,
"USW00012977","2023-05-31",,"   30",,,,"    0","    0","    0",,"  322","  200",,"  150","  130","   72","   98",,,"    1",,
"USW00012977","2023-06-01",,"   30",,,,"    0","    0","    0",,"  322","  200",,"  160","  170","   76","   94",,,,,
"USW00012977","2023-06-02",,"   22",,,,"    0","    0","    0",,"  328","  200",,"  180","  170","   72","  107","    1",,,,
"USW00012977","2023-06-03",,"   24",,,,"    0","    0","    0",,"  339","  217",,"  290","  290","   81","  112",,,"    1",,
"USW00012977","2023-06-04",,"   26",,,,"  300","    0","    0",,"  300","  194",,"  320","  330","  134","  237","    1",,"    1",,
"USW00012977","2023-06-05",,"   17",,,,"   97","    0","    0",,"  300","  200",,"  120","  130","   81","  125","    1",,"    1",,
"USW00012977","2023-06-06",,"   18",,,,"   30","    0","    0",,"  306","  194",,"   70","   80","   67","   98","    1",,"    1",,
"USW00012977","2023-06-07",,"   14",,,,"    0","    0","    0",,"  322","  194",,"  240","  240","   45","   63","    1",,,,
"USW00012977","2023-06-08",,"   22",,,,"    0","    0","    0",,"  328","  206",,"  340","  340","  103","  148",,,,,
"USW00012977","2023-06-09",,"   19",,,,"    0","    0","    0",,"  350","  200",,"  170","  160","   72","   94",,,,,
"USW00012977","2023-06-10",,"   41",,,,"    0","    0","    0",,"  344","  233",,"   60","   40","  148","  219",,,,,
"USW00012977","2023-06-11",,"   45",,,,"    0","    0","    0",,"  344","  228",,"  230","  230","   94","  125",,,,,
"USW00012977","2023-06-12",,"   36",,,,"    0","    0","    0",,"  344","  233",,"  180","  180","   89","  121",,,,,
"USW00012977","2023-06-13",,"   46",,,,"    0","    0","    0",,"  344","  244",,"  170","  170","   81","  112",,,,,
"USW00012977","2023-06-14",,"   47",,,,"    0","    0","    0",,"  350","  250",,"  200","  190","   89","  121",,,,,
"USW00012977","2023-06-15",,"   47",,,,"    0","    0","    0",,"  361","  267",,"  180","  170","   98","  130",,,,,
"USW00012977","2023-06-16",,"   44",,,,"    0","    0","    0",,"  361","  272",,"  190","  170","   89","  139",,,,,
"USW00012977","2023-06-17",,"   39",,,,"    0","    0","    0",,"  361","  261",,"  190","  190","   76","   98",,,,,
"USW00012977","2023-06-18",,"   54",,,,"    0","    0","    0",,"  372","  272",,"  200","  200","   98","  139",,,,,
"USW00012977","2023-06-19",,"   47",,,,"    0","    0","    0",,"  372","  272",,"  220","  220","   98","  148",,,,,
"USW00012977","2023-06-20",,"   48",,,,"    0","    0","    0",,"  372","  278",,"  200","  210","   81","  107",,,,,
"USW00012977","2023-06-21",,"   39",,,,"    3","    0","    0",,"  372","  239",,"  250","  250","  125","  188",,,"    1",,
"USW00012977","2023-06-22",,"   31",,,,"    0","    0","    0",,"  367","  239",,"  220","  230","   89","  130",,,,,
"USW00012977","2023-06-23",,"   36",,,,"    0","    0","    0",,"  372","  261",,"  160","  150","   89","  112","    1",,,,
"USW00012977","2023-06-24",,"   41",,,,"    0","    0","    0",,"  367","  261",,"  170","  170","   89","  103",,,,,
"USW00012977","2023-06-25",,"   41",,,,"    0","    0","    0",,"  367","  267",,"  190","  190","   76","  112",,,,,
"USW00012977","2023-06-26",,"   42",,,,"    0","    0","    0",,"  372","  261",,"  180","  180","   89","  125",,,,,
"USW00012977","2023-06-27",,"   42",,,,"    0","    0","    0",,"  378","  261",,"  200","  180","   72","   94",,,,,
"USW00012977","2023-06-28",,"   39",,,,"    0","    0","    0",,"  372","  256",,"  180","  200","   72","  112",,,,,
"USW00012977","2023-06-29",,"   40",,,,"    0","    0","    0",,"  372","  256",,"  170","  160","   81","  112",,,,,
"USW00012977","2023-06-30",,"   40",,,,"    0","    0","    0",,"  372","  244",,"  150","  160","   98","  121",,,,,
"USW00012977","2023-07-01",,"   26",,,,"    0","    0","    0",,"  383","  239",,"  160","  150","   72","   98",,,,,
"USW00012977","2023-07-02",,"   30",,,,"  226","    0","    0",,"  372","  256",,"  190","  190","  103","  157","    1",,"    1",,
"USW00012977","2023-07-03",,"   25",,,,"    0","    0","    0",,"  361","  250",,"  160","  160","   89","  107",,,,,
"USW00012977","2023-07-04",,"   30",,,,"   28","    0","    0",,"  350","  261",,"  200","  200","   76","  103",,,"    1",,
"USW00012977","2023-07-05",,"   39",,,,"    0","    0","    0",,"  356","  250",,"  170","  180","  116","  215",,,"    1",,
"USW00012977","2023-07-06",,"   24",,,,"  114","    0","    0",,"  306","  244",,"  150","  200","   76","  107","    1",,"    1",,
"USW00012977","2023-07-07",,"   23",,,,"  267","    0","    0",,"  328","  239",,"  170","  170","  134","  165","    1","    1","    1","    1",
"USW00012977","2023-07-08",,"   29",,,,"   46","    0","    0",,"  350","  239",,"  150","  150","   98","  125","    1",,"    1",,
"USW00012977","2023-07-09",,"   44",,,,"    0","    0","    0",,"  367","  267",,"  190","  190","   89","  112",,,,,
"USW00012977","2023-07-10",,"   34",,,,"    0","    0","    0",,"  372","  250",,"  190","  180","   72","   98",,,,,
"USW00012977","2023-07-11",,"   41",,,,"    0","    0","    0",,"  372","  267",,"  190","  180","   89","  121",,,,,
"USW00012977","2023-07-12",,"   49",,,,"    0","    0","    0",,"  378","  267",,"  180","  150","   94","  121",,,,,
"USW00012977","2023-07-13",,"   46",,,,"    0","    0","    0",,"  378","  267",,"  190","  170","   89","  121",,,,,
"USW00012977","2023-07-14",,"   46",,,,"    0","    0","    0",,"  367","  267",,"  170","  230","   81","  116",,,,,
"USW00012977","2023-07-15",,"   41",,,,"    0","    0","    0",,"  383","  272",,"  190","  230","   72","  107",,,,,
"USW00012977","2023-07-16",,"   27",,,,"    0","    0","    0",,"  383","  250",,"  180","  180","   72","   98","    1",,,,
"USW00012977","2023-07-17",,"   30",,,,"    0","    0","    0",,"  389","  261",,"  180","  180","   89","  112",,,,,
"USW00012977","2023-07-18",,"   39",,,,"    0","    0","    0",,"  383","  261",,"  190","  180","   89","  116",,,,,
"USW00012977","2023-07-19",,"   39",,,,"    0","    0","    0",,"  383","  261",,"  150","  180","   81","  103",,,,,
"USW00012977","2023-07-20",,"   30",,,,"    0","    0","    0",,"  378","  250",,"  160","  170","   89","  112",,,,,
"USW00012977","2023-07-21",,"   24",,,,"    0","    0","    0",,"  378","  244",,"  170","  210","   67","   94",,,,,
"USW00012977","2023-07-22",,"   24",,,,"    0","    0","    0",,"  389","  244",,"  130","  140","   81","  125","    1",,,,
"USW00012977","2023-07-23",,"   19",,,,"    0","    0","    0",,"  383","  244",,"  160","  280","   76","   98",,,"    1",,
"USW00012977","2023-07-24",,"   14",,,,"   84","    0","    0",,"  372","  233",,"  150","  150","  130","  206",,,"    1",,
"USW00012977","2023-07-25",,,,,,"  190","    0","    0",,"  361","  244",,,,,,,,"    1",,
"USW00012977","2023-07-26",,"   26",,,,"    0","    0","    0",,"  372","  250",,"  300",,"   31",,,,,,
"USW00012977","2023-07-27",,,,,,"    0","    0","    0",,"  361","  244",,,,,,,,,,
"USW00012977","2023-07-28",,,,,,"    0","    0","    0",,"  372","  233",,,,,,,,,,
"USW00012977","2023-07-29",,,,,,"    0","    0","    0",,"  367","  239",,"  200",,"   98",,,,,,
"USW00012977","2023-07-30",,,,,,"    0","    0","    0",,"  389","  244",,,,,,,,,,
"USW00012977","2023-07-31",,,,,,"    0","    0","    0",,"  389","  244",,,,,,,,,,
"USW00012977","2023-08-01",,,,,,"    0","    0","    0",,"  389","  256",,,,,,,,,,
"USW00012977","2023-08-02",,,,,,"    0","    0","    0",,"  383","  233",,,,,,,,,,
"USW00012977","2023-08-03",,,,,,"    0","    0","    0",,"  389","  256",,,,,,,,,,
"USW00012977","2023-08-04",,,,,,"    0","    0","    0",,"  389","  250",,,,,,,,,,
"USW00012977","2023-08-05",,,,,,"    0","    0","    0",,"  394","  267",,,,,,,,,,
"USW00012977","2023-08-06",,,,,,"    0","    0","    0",,"  389","  256",,,,,,,,,,
"USW00012977","2023-08-07",,"   36",,,,"    0","    0","    0",,"  394","  272",,"  260",,"   36",,,,,,
"USW00012977","2023-08-08",,"   29",,,,"    0","    0","    0",,"  394","  261",,"  200",,"   45",,,,,,
"USW00012977","2023-08-09",,"   56",,,,"    0","    0","    0",,"  389","  267",,"  180","  180","  103","  139",,,,,
"USW00012977","2023-08-10",,"   51",,,,"    0","    0","    0",,"  394","  261",,"  170","  170","   94","  130",,,,,
"USW00012977","2023-08-11",,"   47",,,,"    0","    0","    0",,"  400","  272",,"  170","  170","   89","  121",,,,,
"USW00012977","2023-08-12",,"   45",,,,"    0","    0","    0",,"  394","  278",,"  180","  190","  103","  121",,,,"    1",
"USW00012977","2023-08-13",,"   39",,,,"    0","    0","    0",,"  400","  256",,"  170","  230","   76","  103","    1",,,,
"USW00012977","2023-08-14",,"   32",,,,"    0","    0","    0",,"  406","  250",,"  160","  170","   94","  121","    1",,,,
"USW00012977","2023-08-15",,"   25",,,,"    0","    0","    0",,"  406","  272",,"  190","  340","   63","   85",,,,,
"USW00012977","2023-08-16",,"   30",,,,"    0","    0","    0",,"  394","  250",,"  170","   50","   72","   89",,,,,
"USW00012977","2023-08-17",,"   26",,,,"    0","    0","    0",,"  406","  228",,"  180","  170","   94","  130","    1",,,,
"USW00012977","2023-08-18",,"   31",,,,"    0","    0","    0",,"  394","  244",,"  140","  140","   89","  107",,,,,
"USW00012977","2023-08-19",,"   30",,,,"    0","    0","    0",,"  400","  244",,"  160","  150","   72","   98","    1","    1",,,
"USW00012977","2023-08-20",,"   26",,,,"    0","    0","    0",,"  417","  267",,"  170","  160","   76","  107",,,,,
"USW00012977","2023-08-21",,"   31",,,,"    0","    0","    0",,"  372","  256",,"  120","  140","   76","  121",,,,,
"USW00012977","2023-08-22",,"   55",,,,"    0","    0",,,"  350","  289",,"   90","  130","  103","  157",,,"    1",,
"USW00012977","2023-08-23",,"   29",,,,"    0","    0",,,"  394","  272",,"  170","  160","   72","   89",,,,,
"USW00012977","2023-08-24",,"   25",,,,"    0","    0",,,"  417","  261",,"  170","  180","   98","  116",,,"    1",,
"USW00012977","2023-08-25",,"   27",,,,"    0","    0",,,"  394","  244",,"  120","   70","   81","  121",,,,,
"USW00012977","2023-08-26",,"   21",,,,"    0","    0",,,"  400","  244",,"  150","  160","   72","   89","    1",,,,
"USW00012977","2023-08-27",,"   27",,,,"   23","    0",,,"  428","  256",,"   10","   20","  116","  161",,,,,
"USW00013722","2023-01-01",,"   20",,,,"    0","    0","    0","  150","  189","   89",,"  240","  300","   54","   63","    1",,,,
"USW00013722","2023-01-02",,"   13",,,,"    0","    0","    0","  102","  172","   61",,"  230","  230","   54","   63","    1","    1",,,
"USW00013722","2023-01-03",,"   45",,,,"    0","    0","    0","  152","  228","  111",,"  220","  220","   89","  112","    1",,,,
"USW00013722","2023-01-04",,"   49",,,,"  137","    0","    0","  182","  200","  161",,"  230","  230","  103","  130","    1",,"    1",,
"USW00013722","2023-01-05",,"   31",,,,"    0","    0","    0","  165","  211","   83",,"  230","  220","   81","  103","    1",,,,
"USW00013722","2023-01-06",,"   19",,,,"    0","    0","    0","  100","  150","   44",,"  250","  270","   58","   85",,,,,
"USW00013722","2023-01-07",,"    8",,,,"    0","    0","    0","   63","  122","    6",,"  230","  240","   54","   58",,,,,
"USW00013722","2023-01-08",,"   16",,,,"   30","    0","    0","   32","   50","   -5",,"   70","  360","   45","   72","    1",,,,
"USW00013722","2023-01-09",,"   17",,,,"   10","    0","    0","   67","  128","    0",,"  330","  340","   58","   94","    1","    1",,,
"USW00013722","2023-01-10",,"   13",,,,"    0","    0","    0","   49","  150","  -16",,"  240","  250","   58","   76",,,,,
"USW00013722","2023-01-11",,"   21",,,,"    0","    0","    0","   74","  167","    0",,"  150","  160","   54","   72",,,,,
"USW00013722","2023-01-12",,"   41",,,,"   97","    0","    0","  144","  200","  117",,"  250","  290","  107","  165","    1",,,,
"USW00013722","2023-01-13",,"   41",,,,"   38","    0","    0","  129","  139","   61",,"  230","  230","   94","  130","    1",,,,
"USW00013722","2023-01-14",,"   34",,,,"    3","    0","    0","   56","   72","    6",,"  320","  320","   63","  103",,,,,
"USW00013722","2023-01-15",,"   15",,,,"    0","    0","    0","   33","  111","  -16",,"  330","  360","   54","   76",,,,,
"USW00013722","2023-01-16",,"   13",,,,"    0","    0","    0","   37","  144","  -38",,"  210","  250","   40","   58",,,,,
"USW00013722","2023-01-17",,"   38",,,,"   36","    0","    0","   93","  111","   72",,"  230","  230","   67","   89","    1",,,,
"USW00013722","2023-01-18",,"   34",,,,"    0","    0","    0","  132","  206","  100",,"  240","  240","   67","  103","    1",,,,
"USW00013722","2023-01-19",,"   54",,,,"    0","    0","    0","  162","  228","  111",,"  210","  210","  125","  170",,,,,
"USW00013722","2023-01-20",,"   34",,,,"    0","    0","    0","  143","  172","   50",,"  260","  270","   81","  116",,,,,
"USW00013722","2023-01-21",,"    8",,,,"    0","    0","    0","   63","  106","    0",,"   40","  310","   40","   63",,,,,
"USW00013722","2023-01-22",,"   22",,,,"  180","    0","    0","   52","   78","   28",,"   90","  100","   58","   72","    1",,,,
"USW00013722","2023-01-23",,"   32",,,,"   20","    0","    0","   77","  128","   11",,"  280","  290","   76","  116","    1",,,,
"USW00013722","2023-01-24",,"   11",,,,"    0","    0","    0","   50","  144","  -16",,"  240","  220","   45","   72",,,,,
"USW00013722","2023-01-25",,"   43",,,,"  122","    0","    0","   74","  183","   22",,"  280","  220","   98","  134","    1",,,,
"USW00013722","2023-01-26",,"   29",,,,"    5","    0","    0","  117","  161","   33",,"  230","  240","   94","  125",,,,,
"USW00013722","2023-01-27",,"   23",,,,"    0","    0","    0","   53","  111","  -10",,"  230","  230","   67","  103",,,,,
"USW00013722","2023-01-28",,"   23",,,,"    0","    0","    0","   63","  167","  -10",,"  230","  210","   63","   76",,,,,
"USW00013722","2023-01-29",,"   22",,,,"   10","    0","    0","   93","  167","   22",,"  190","  190","   67","   81","    1",,,,
"USW00013722","2023-01-30",,"   11",,,,"   74","    0","    0","  129","  194","  100",,"  160","  180","   36","   49","    1",,,,
"USW00013722","2023-01-31",,"   25",,,,"   28","    0","    0","  127","  150","  100",,"  200","  200","   63","   76","    1","    1",,,
"USW00013722","2023-02-01",,"   31",,,,"   46","    0","    0","   81","  117","   44",,"   50","   40","   67","   94","    1","    1",,,
"USW00013722","2023-02-02",,"   17",,,,"  112","    0","    0","   45","   61","   33",,"  230","   90","   45","   63","    1",,,,
"USW00013722","2023-02-03",,"   28",,,,"    0","    0","    0","   66","   94","  -10",,"  310","  280","   81","  134",,,,,
"USW00013722","2023-02-04",,"   27",,,,"    0","    0","    0","    3","   61","  -49",,"  220","   90","   63","   76",,,,,
"USW00013722","2023-02-05",,"   26",,,,"    0","    0","    0","   44","  128","    0",,"  220","  210","   58","   67",,"    1",,,
"USW00013722","2023-02-06",,"   24",,,,"    0","    0","    0","  109","  178","   28",,"   90","   20","   67","  112",,"    1",,,
"USW00013722","2023-02-07",,"   29",,,,"    0","    0","    0","   92","  189","   11",,"  230","  220","   81","   94",,,,,
"USW00013722","2023-02-08",,"   19",,,,"    0","    0","    0","  136","  239","   61",,"  250","  240","   45","   76",,,,"    1",
"USW00013722","2023-02-09",,"   47",,,,"    0","    0","    0","  163","  239","  106",,"  220","  200","  112","  139",,,,,
"USW00013722","2023-02-10",,"   31",,,,"   18","    0","    0","  194","  239","  133",,"  220","  220","   63","   81",,,,,
"USW00013722","2023-02-11",,"   32",,,,"    3","    0","    0","  128","  150","   78",,"   90","   90","   72","   89",,,,,
"USW00013722","2023-02-12",,"   41",,,,"  338","    0","    0","   64","   78","   33",,"   40","   50","  103","  134","    1",,,,
"USW00013722","2023-02-13",,"   22",,,,"    5","    0","    0","   95","  194","   22",,"  230","  280","   63","   89","    1",,,,
"USW00013722","2023-02-14",,"   18",,,,"    0","    0","    0","  110","  211","   11",,"  170","  150","   54","   72",,,,,
"USW00013722","2023-02-15",,"   42",,,,"    0","    0","    0","  155","  244","  100",,"  220","  250","  103","  139",,,,,
"USW00013722","2023-02-16",,"   54",,,,"    0","    0","    0","  186","  256","  128",,"  230","  230","  148","  183",,,,,
"USW00013722","2023-02-17",,"   58",,,,"   51","    0","    0","  188","  222","   44",,"  220","  220","  125","  188","    1",,,,
"USW00013722","2023-02-18",,"   12",,,,"    0","    0","    0","   57","  122","  -16",,"  340","  290","   58","   89",,,,,
"USW00013722","2023-02-19",,"   34",,,,"    3","    0","    0","   75","  156","    0",,"  220","  230","   72","   94","    1",,,"    1",
"USW00013722","2023-02-20",,"   25",,,,"    0","    0","    0","  118","  156","   89",,"  230","  230","   63","   76",,,,,
"USW00013722","2023-02-21",,"   24",,,,"    0","    0","    0","  158","  250","   94",,"  250","  250","   98","  130",,,,,
"USW00013722","2023-02-22",,"   39",,,,"    0","    0","    0","  171","  272","   83",,"  220","  210","  112","  143",,,,,
"USW00013722","2023-02-23",,"   54",,,,"   33","    0","    0","  225","  294","  172",,"  240","  230","  116","  143","    1",,,,
"USW00013722","2023-02-24",,"   29",,,,"    0","    0","    0","  191","  222","  144",,"  350","   20","   72","  116","    1",,,,
"USW00013722","2023-02-25",,"   22",,,,"   30","    0","    0","  117","  150","   78",,"  110","  110","   89","  116","    1",,,,
"USW00013722","2023-02-26",,"   27",,,,"    0","    0","    0","  101","  139","   83",,"  220","  240","   81","  103","    1",,,,
